city,latitude,longitude,average_temp,lat,lon
Belo Horizonte,20.09S,"44.36W",23.8,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.401,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.322,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.792,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.722,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.667,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.008,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.531,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.546,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.19,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.177,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.218,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.296,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.844,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.777,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.952,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.403,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.559,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.739,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.894,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.974,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.073,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.428,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.556,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.459,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.923,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.5,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.421,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.383,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.756,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.999,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.268,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.834,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.116,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.039,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.487,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.026,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.226,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.502,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.822,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.343,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.625,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.921,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.549,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.864,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.175,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.757,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.713,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",25.164,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.653,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.93,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.277,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.521,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.588,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.753,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.12,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.611,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.19,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.435,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.816,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.967,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.591,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.983,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.708,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.448,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.985,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.847,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.05,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.63,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.135,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.7,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.1,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.2,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.957,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.209,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.493,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.342,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.338,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.633,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.027,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.781,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.757,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.896,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.008,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.698,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.215,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.348,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.264,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.445,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.953,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.017,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.632,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.453,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.794,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.035,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.442,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.857,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.718,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.443,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.618,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.481,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.2,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.79,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.281,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.224,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.92,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.253,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.121,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.185,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.33,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.131,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.437,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.072,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.732,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.523,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.866,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.525,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.408,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.748,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.369,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.617,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.052,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.899,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.99,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.741,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.254,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.606,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.094,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.267,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.115,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.335,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.756,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.895,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.935,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.389,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.811,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.593,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.656,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.245,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.464,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.951,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.175,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.828,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.508,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.204,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.183,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.358,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.326,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.188,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.45,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.87,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.219,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.423,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.549,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.69,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.418,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.666,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.662,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.724,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.832,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.055,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.159,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.243,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.61,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.701,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.177,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.7,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.162,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.587,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.962,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.062,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.295,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.473,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.047,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.973,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.958,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.507,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.231,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.806,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.436,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.689,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.491,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.278,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.722,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.406,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.779,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.162,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.905,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.309,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.311,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.168,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.095,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.479,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.506,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.113,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.729,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.465,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.11,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.141,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.41,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.356,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.397,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.014,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.11,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.395,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.402,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.774,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.056,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.403,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.365,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.399,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.45,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.019,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.25,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.649,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.645,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.605,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.296,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.065,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.189,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.361,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.669,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.47,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.796,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.503,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.542,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.154,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.184,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.955,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.987,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.99,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.457,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.819,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.328,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.545,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.403,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.019,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.552,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.746,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.349,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",25.032,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.976,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.267,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.459,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.235,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.789,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.301,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.191,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.612,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.372,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.813,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.625,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.676,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.723,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.529,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.108,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",18.677,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.343,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.757,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.015,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.969,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.41,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.054,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.278,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.842,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.299,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.683,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.47,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.333,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.442,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.983,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",22.683,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.13,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.033,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.762,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.094,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",24.088,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",23.435,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",21.706,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.316,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.97,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",19.498,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",20.582,-20.09,-44.36
Belo Horizonte,20.09S,"44.36W",0.0,-20.09,-44.36
Brasília,15.27S,"47.50W",21.944,-15.27,-47.5
Brasília,15.27S,"47.50W",21.811,-15.27,-47.5
Brasília,15.27S,"47.50W",22.712,-15.27,-47.5
Brasília,15.27S,"47.50W",21.925,-15.27,-47.5
Brasília,15.27S,"47.50W",21.821,-15.27,-47.5
Brasília,15.27S,"47.50W",20.529,-15.27,-47.5
Brasília,15.27S,"47.50W",20.586,-15.27,-47.5
Brasília,15.27S,"47.50W",22.497,-15.27,-47.5
Brasília,15.27S,"47.50W",23.245,-15.27,-47.5
Brasília,15.27S,"47.50W",24.278,-15.27,-47.5
Brasília,15.27S,"47.50W",22.421,-15.27,-47.5
Brasília,15.27S,"47.50W",21.793,-15.27,-47.5
Brasília,15.27S,"47.50W",22.144,-15.27,-47.5
Brasília,15.27S,"47.50W",23.289,-15.27,-47.5
Brasília,15.27S,"47.50W",22.944,-15.27,-47.5
Brasília,15.27S,"47.50W",21.958,-15.27,-47.5
Brasília,15.27S,"47.50W",20.835,-15.27,-47.5
Brasília,15.27S,"47.50W",19.548,-15.27,-47.5
Brasília,15.27S,"47.50W",18.51,-15.27,-47.5
Brasília,15.27S,"47.50W",21.305,-15.27,-47.5
Brasília,15.27S,"47.50W",23.655,-15.27,-47.5
Brasília,15.27S,"47.50W",21.819,-15.27,-47.5
Brasília,15.27S,"47.50W",21.916,-15.27,-47.5
Brasília,15.27S,"47.50W",22.374,-15.27,-47.5
Brasília,15.27S,"47.50W",21.752,-15.27,-47.5
Brasília,15.27S,"47.50W",23.031,-15.27,-47.5
Brasília,15.27S,"47.50W",22.793,-15.27,-47.5
Brasília,15.27S,"47.50W",21.491,-15.27,-47.5
Brasília,15.27S,"47.50W",20.985,-15.27,-47.5
Brasília,15.27S,"47.50W",21.265,-15.27,-47.5
Brasília,15.27S,"47.50W",20.739,-15.27,-47.5
Brasília,15.27S,"47.50W",21.715,-15.27,-47.5
Brasília,15.27S,"47.50W",23.113,-15.27,-47.5
Brasília,15.27S,"47.50W",23.469,-15.27,-47.5
Brasília,15.27S,"47.50W",23.74,-15.27,-47.5
Brasília,15.27S,"47.50W",22.401,-15.27,-47.5
Brasília,15.27S,"47.50W",22.065,-15.27,-47.5
Brasília,15.27S,"47.50W",22.914,-15.27,-47.5
Brasília,15.27S,"47.50W",22.393,-15.27,-47.5
Brasília,15.27S,"47.50W",22.635,-15.27,-47.5
Brasília,15.27S,"47.50W",22.217,-15.27,-47.5
Brasília,15.27S,"47.50W",21.12,-15.27,-47.5
Brasília,15.27S,"47.50W",21.08,-15.27,-47.5
Brasília,15.27S,"47.50W",21.602,-15.27,-47.5
Brasília,15.27S,"47.50W",23.715,-15.27,-47.5
Brasília,15.27S,"47.50W",22.29,-15.27,-47.5
Brasília,15.27S,"47.50W",21.967,-15.27,-47.5
Brasília,15.27S,"47.50W",21.527,-15.27,-47.5
Brasília,15.27S,"47.50W",22.955,-15.27,-47.5
Brasília,15.27S,"47.50W",23.284,-15.27,-47.5
Brasília,15.27S,"47.50W",22.924,-15.27,-47.5
Brasília,15.27S,"47.50W",21.959,-15.27,-47.5
Brasília,15.27S,"47.50W",22.343,-15.27,-47.5
Brasília,15.27S,"47.50W",20.664,-15.27,-47.5
Brasília,15.27S,"47.50W",20.5,-15.27,-47.5
Brasília,15.27S,"47.50W",21.573,-15.27,-47.5
Brasília,15.27S,"47.50W",22.069,-15.27,-47.5
Brasília,15.27S,"47.50W",23.347,-15.27,-47.5
Brasília,15.27S,"47.50W",23.284,-15.27,-47.5
Brasília,15.27S,"47.50W",22.596,-15.27,-47.5
Brasília,15.27S,"47.50W",21.22,-15.27,-47.5
Brasília,15.27S,"47.50W",23.176,-15.27,-47.5
Brasília,15.27S,"47.50W",22.77,-15.27,-47.5
Brasília,15.27S,"47.50W",22.246,-15.27,-47.5
Brasília,15.27S,"47.50W",22.027,-15.27,-47.5
Brasília,15.27S,"47.50W",18.714,-15.27,-47.5
Brasília,15.27S,"47.50W",19.318,-15.27,-47.5
Brasília,15.27S,"47.50W",22.073,-15.27,-47.5
Brasília,15.27S,"47.50W",23.279,-15.27,-47.5
Brasília,15.27S,"47.50W",22.508,-15.27,-47.5
Brasília,15.27S,"47.50W",22.487,-15.27,-47.5
Brasília,15.27S,"47.50W",21.944,-15.27,-47.5
Brasília,15.27S,"47.50W",22.35,-15.27,-47.5
Brasília,15.27S,"47.50W",22.724,-15.27,-47.5
Brasília,15.27S,"47.50W",22.858,-15.27,-47.5
Brasília,15.27S,"47.50W",22.731,-15.27,-47.5
Brasília,15.27S,"47.50W",22.317,-15.27,-47.5
Brasília,15.27S,"47.50W",19.995,-15.27,-47.5
Brasília,15.27S,"47.50W",19.995,-15.27,-47.5
Brasília,15.27S,"47.50W",21.982,-15.27,-47.5
Brasília,15.27S,"47.50W",22.579,-15.27,-47.5
Brasília,15.27S,"47.50W",22.919,-15.27,-47.5
Brasília,15.27S,"47.50W",22.924,-15.27,-47.5
Brasília,15.27S,"47.50W",22.462,-15.27,-47.5
Brasília,15.27S,"47.50W",23.213,-15.27,-47.5
Brasília,15.27S,"47.50W",23.165,-15.27,-47.5
Brasília,15.27S,"47.50W",22.465,-15.27,-47.5
Brasília,15.27S,"47.50W",22.744,-15.27,-47.5
Brasília,15.27S,"47.50W",22.364,-15.27,-47.5
Brasília,15.27S,"47.50W",20.831,-15.27,-47.5
Brasília,15.27S,"47.50W",21.181,-15.27,-47.5
Brasília,15.27S,"47.50W",22.557,-15.27,-47.5
Brasília,15.27S,"47.50W",24.071,-15.27,-47.5
Brasília,15.27S,"47.50W",24.491,-15.27,-47.5
Brasília,15.27S,"47.50W",22.871,-15.27,-47.5
Brasília,15.27S,"47.50W",22.253,-15.27,-47.5
Brasília,15.27S,"47.50W",23.423,-15.27,-47.5
Brasília,15.27S,"47.50W",23.012,-15.27,-47.5
Brasília,15.27S,"47.50W",22.836,-15.27,-47.5
Brasília,15.27S,"47.50W",22.778,-15.27,-47.5
Brasília,15.27S,"47.50W",22.549,-15.27,-47.5
Brasília,15.27S,"47.50W",19.866,-15.27,-47.5
Brasília,15.27S,"47.50W",18.994,-15.27,-47.5
Brasília,15.27S,"47.50W",20.83,-15.27,-47.5
Brasília,15.27S,"47.50W",24.028,-15.27,-47.5
Brasília,15.27S,"47.50W",23.065,-15.27,-47.5
Brasília,15.27S,"47.50W",22.407,-15.27,-47.5
Brasília,15.27S,"47.50W",21.936,-15.27,-47.5
Brasília,15.27S,"47.50W",22.441,-15.27,-47.5
Brasília,15.27S,"47.50W",22.454,-15.27,-47.5
Brasília,15.27S,"47.50W",22.591,-15.27,-47.5
Brasília,15.27S,"47.50W",22.819,-15.27,-47.5
Brasília,15.27S,"47.50W",21.08,-15.27,-47.5
Brasília,15.27S,"47.50W",20.651,-15.27,-47.5
Brasília,15.27S,"47.50W",19.476,-15.27,-47.5
Brasília,15.27S,"47.50W",21.541,-15.27,-47.5
Brasília,15.27S,"47.50W",23.304,-15.27,-47.5
Brasília,15.27S,"47.50W",23.026,-15.27,-47.5
Brasília,15.27S,"47.50W",22.658,-15.27,-47.5
Brasília,15.27S,"47.50W",20.964,-15.27,-47.5
Brasília,15.27S,"47.50W",23.251,-15.27,-47.5
Brasília,15.27S,"47.50W",22.623,-15.27,-47.5
Brasília,15.27S,"47.50W",23.52,-15.27,-47.5
Brasília,15.27S,"47.50W",23.197,-15.27,-47.5
Brasília,15.27S,"47.50W",21.644,-15.27,-47.5
Brasília,15.27S,"47.50W",20.428,-15.27,-47.5
Brasília,15.27S,"47.50W",20.179,-15.27,-47.5
Brasília,15.27S,"47.50W",21.077,-15.27,-47.5
Brasília,15.27S,"47.50W",22.637,-15.27,-47.5
Brasília,15.27S,"47.50W",23.735,-15.27,-47.5
Brasília,15.27S,"47.50W",23.535,-15.27,-47.5
Brasília,15.27S,"47.50W",23.013,-15.27,-47.5
Brasília,15.27S,"47.50W",22.229,-15.27,-47.5
Brasília,15.27S,"47.50W",22.777,-15.27,-47.5
Brasília,15.27S,"47.50W",22.423,-15.27,-47.5
Brasília,15.27S,"47.50W",22.274,-15.27,-47.5
Brasília,15.27S,"47.50W",21.658,-15.27,-47.5
Brasília,15.27S,"47.50W",20.713,-15.27,-47.5
Brasília,15.27S,"47.50W",19.778,-15.27,-47.5
Brasília,15.27S,"47.50W",20.879,-15.27,-47.5
Brasília,15.27S,"47.50W",22.452,-15.27,-47.5
Brasília,15.27S,"47.50W",23.561,-15.27,-47.5
Brasília,15.27S,"47.50W",22.463,-15.27,-47.5
Brasília,15.27S,"47.50W",22.405,-15.27,-47.5
